attendance,quiz1,quiz2,quiz3,quiz4,assignment1,assignment2,assignment3,assignment4,midterm,final_exam,pass_fail,needs_support
44.57,61.41,61.52,42.83,41.19,50.39,44.92,67.88,73.21,41.49,47.46,0,1
99.84,84.88,90.06,100.0,100.0,90.25,99.24,100.0,89.71,89.07,93.06,1,0
54.62,35.14,44.43,48.91,46.11,52.63,47.05,64.71,48.17,54.13,57.98,1,1
46.68,22.76,31.84,27.12,53.87,24.26,32.88,46.38,44.36,50.56,49.85,0,1
40.0,24.29,18.42,13.65,38.11,20.03,10.62,14.31,17.44,0.0,17.88,0,1
40.0,35.03,30.91,35.82,38.27,19.75,43.85,37.05,24.91,41.68,29.54,0,1
48.72,16.19,35.42,42.94,59.8,41.78,47.11,44.62,39.6,28.85,42.06,0,1
40.0,35.67,44.85,33.92,40.3,30.56,33.24,41.28,50.25,19.7,35.84,0,1
56.64,34.64,27.16,36.28,47.85,49.31,33.81,49.88,54.85,30.69,24.38,0,1
40.0,11.05,33.11,37.16,24.53,21.9,27.28,27.88,32.42,16.8,14.78,0,1
40.0,43.89,62.84,63.55,45.5,68.54,64.45,37.84,40.07,65.11,47.71,0,1
77.11,69.75,79.89,71.26,90.85,91.11,95.66,98.69,95.86,79.48,87.9,1,0
40.0,30.47,30.0,68.32,44.91,41.86,41.84,40.88,39.49,6.59,36.33,0,1
40.0,2.17,0.0,9.06,0.74,0.0,0.0,22.59,15.97,0.0,12.85,0,1
68.65,78.89,60.08,42.48,77.44,80.6,63.44,78.43,59.62,68.8,68.86,1,0
100.0,77.62,85.05,82.39,86.46,96.29,95.22,100.0,91.88,85.41,80.41,1,0
56.18,59.77,50.08,70.56,54.93,63.35,70.06,79.66,55.65,55.51,57.7,1,1
90.15,59.99,70.21,82.29,71.92,72.18,90.29,80.27,72.78,50.6,78.76,1,0
40.0,51.15,37.15,46.39,45.61,31.19,39.04,56.06,57.5,54.03,27.68,0,1
79.47,84.98,85.89,77.96,71.76,73.58,79.68,74.68,80.85,88.92,81.66,1,0
40.0,11.79,0.0,4.53,13.02,0.0,10.68,18.63,27.99,12.4,0.0,0,1
40.0,6.16,0.0,11.09,0.0,19.62,0.0,11.99,13.87,0.0,0.0,0,1
73.34,79.27,76.31,80.4,79.68,69.0,81.4,92.62,78.6,75.48,68.04,1,0
41.12,25.32,52.41,37.86,39.65,47.09,34.41,45.74,34.48,34.36,37.6,0,1
99.5,95.24,100.0,97.81,98.13,100.0,99.93,100.0,100.0,100.0,100.0,1,0
40.0,24.86,10.18,19.5,14.96,6.95,13.01,7.95,25.3,12.14,3.85,0,1
90.22,96.85,100.0,75.93,81.07,84.29,96.48,86.95,95.22,88.08,89.36,1,0
87.72,100.0,96.29,98.47,98.29,76.35,87.3,92.31,87.95,96.92,80.15,1,0
40.0,13.91,23.87,9.42,26.45,30.59,30.3,30.89,17.62,17.71,18.82,0,1
60.58,50.65,62.32,80.68,70.87,74.09,63.93,77.44,72.2,75.63,52.41,1,1
72.08,61.94,72.84,78.81,73.33,76.25,71.62,75.42,72.57,62.88,76.19,1,0
40.0,25.52,36.04,15.21,29.76,19.92,21.09,29.58,14.39,29.1,31.18,0,1
58.9,75.48,67.57,80.85,62.43,100.0,89.94,97.08,85.85,71.95,90.74,1,1
51.84,58.63,73.14,43.52,51.53,84.41,54.22,66.48,74.64,75.55,44.5,0,1
44.48,46.28,47.74,40.25,24.8,46.09,42.59,47.21,43.28,41.78,44.74,0,1
63.67,49.05,58.89,69.25,65.88,52.07,60.29,63.53,53.92,44.92,55.39,1,1
100.0,96.39,93.91,92.77,73.87,97.96,87.39,100.0,85.71,87.35,92.76,1,0
81.39,80.41,90.0,74.99,70.03,82.85,71.62,76.73,91.13,82.31,72.6,1,0
40.0,22.22,32.16,18.25,7.6,28.35,38.65,27.06,28.04,24.23,33.24,0,1
81.56,70.48,72.53,85.34,95.56,84.8,100.0,86.36,89.66,65.51,78.46,1,0
59.54,68.94,47.72,44.54,61.95,53.16,53.3,70.89,70.33,65.11,54.44,1,1
96.76,88.6,100.0,100.0,85.63,90.2,100.0,85.21,95.49,100.0,98.82,1,0
60.92,40.1,44.6,60.72,49.35,57.22,52.78,64.38,42.47,63.31,55.65,1,1
69.27,48.09,55.25,73.1,58.0,57.19,64.73,63.99,59.36,54.68,56.74,1,1
67.57,67.42,66.37,77.22,69.5,70.14,75.5,66.31,62.09,79.02,82.52,1,0
40.0,29.53,27.12,19.44,38.01,26.35,26.75,30.01,38.41,13.63,44.65,0,1
81.35,100.0,100.0,86.2,85.78,100.0,98.21,100.0,89.18,81.38,88.97,1,0
73.81,84.24,89.65,88.9,76.33,86.84,79.93,79.32,78.27,73.62,79.56,1,0
40.0,32.47,41.99,44.08,50.33,21.05,40.41,39.44,50.68,33.3,43.8,0,1
40.0,37.12,32.37,14.87,20.09,33.81,34.46,44.41,35.19,33.66,26.07,0,1
100.0,98.29,90.93,92.37,91.33,100.0,96.11,94.97,99.56,100.0,97.42,1,0
40.0,27.82,22.73,25.62,28.62,33.23,25.04,26.98,24.72,42.35,16.31,0,1
89.68,95.77,65.28,85.04,84.7,84.62,82.84,84.44,84.26,60.89,100.0,1,0
100.0,86.27,100.0,98.42,100.0,99.26,100.0,93.54,100.0,87.44,100.0,1,0
92.48,94.71,83.98,88.19,79.53,76.29,79.41,84.14,86.17,58.89,91.85,1,0
68.6,68.95,54.7,56.48,52.06,64.65,54.67,61.54,70.17,61.6,47.29,0,0
74.83,71.95,68.58,57.7,78.44,74.01,80.19,73.97,67.85,69.99,67.8,1,0
43.17,51.1,55.45,49.1,57.29,40.26,48.17,47.82,49.28,32.82,37.78,0,1
93.56,85.0,98.67,77.32,84.34,86.65,87.77,76.53,94.21,89.25,100.0,1,0
41.26,23.33,27.14,48.44,33.05,41.31,47.36,46.99,39.86,36.32,38.01,0,1
40.0,19.81,32.28,38.17,20.88,33.36,28.13,44.04,33.04,35.3,43.8,0,1
96.68,92.68,86.1,82.21,82.93,91.61,89.14,96.15,81.14,70.93,81.2,1,0
65.16,42.2,57.13,31.87,63.47,43.98,53.99,59.2,50.83,53.64,54.05,1,1
75.34,66.99,60.28,65.54,63.96,85.43,83.37,81.3,82.64,71.95,69.31,1,0
68.3,74.7,92.68,88.33,86.93,98.3,95.81,89.33,83.0,79.36,80.02,1,0
40.0,7.96,15.36,19.75,8.02,13.12,16.73,0.0,25.51,0.0,32.96,0,1
50.82,65.57,52.18,67.33,53.19,51.23,55.33,66.25,57.4,58.23,72.01,1,1
40.0,0.0,6.48,0.0,0.0,7.33,17.2,9.04,19.83,3.86,15.34,0,1
46.67,45.47,43.89,40.23,38.22,45.25,44.64,49.2,38.74,43.45,37.73,0,1
100.0,93.81,92.81,100.0,85.93,96.94,94.26,100.0,100.0,100.0,85.9,1,0
42.55,59.73,52.91,50.52,50.75,60.21,49.65,56.84,42.84,38.43,48.21,0,1
66.55,81.75,68.65,67.49,70.17,64.02,64.3,80.59,64.58,54.22,70.04,1,0
79.33,89.49,94.35,81.36,74.13,94.43,82.64,95.05,84.93,81.09,68.65,1,0
40.0,23.06,30.54,27.92,24.08,34.37,40.75,35.13,33.54,43.11,35.94,0,1
40.0,29.48,39.77,21.1,10.62,43.09,23.82,39.73,31.08,12.48,17.91,0,1
89.99,93.04,100.0,82.09,91.25,86.73,84.15,100.0,88.88,78.77,90.84,1,0
78.12,63.8,80.32,67.26,66.66,87.55,94.77,79.73,77.03,98.69,74.68,1,0
99.82,98.22,76.66,90.13,86.46,88.72,100.0,96.25,99.61,73.86,96.85,1,0
82.96,92.82,91.5,82.83,84.72,84.34,96.49,97.38,88.57,85.57,78.82,1,0
71.38,64.72,77.74,75.83,73.57,88.49,92.9,82.68,82.4,84.4,70.29,1,0
72.6,65.8,81.18,70.26,80.56,66.64,73.6,69.45,74.64,79.88,69.07,1,0
42.95,67.28,58.95,52.49,53.99,70.44,61.83,55.28,59.72,59.9,50.54,1,1
40.0,8.67,0.0,28.19,13.65,32.5,12.78,18.39,27.44,15.16,7.73,0,1
40.0,38.83,0.0,11.53,23.78,28.73,26.07,31.29,15.77,32.09,15.72,0,1
40.0,1.58,24.76,1.58,0.0,7.79,15.7,2.0,1.59,0.0,5.96,0,1
58.86,70.39,47.7,52.2,45.7,71.08,77.46,59.29,77.2,50.25,55.55,1,1
40.0,35.6,30.85,36.62,37.96,21.62,57.38,22.75,20.6,41.67,44.71,0,1
74.48,84.89,92.16,100.0,87.58,93.89,96.89,98.41,97.55,81.11,81.04,1,0
74.97,88.88,72.5,84.27,64.76,74.52,83.16,64.56,77.93,62.94,77.87,1,0
44.71,32.07,29.36,40.0,34.8,42.19,56.97,47.72,33.8,43.36,31.7,0,1
40.0,17.24,20.05,29.28,32.23,34.7,40.37,46.27,35.74,19.68,19.28,0,1
88.1,96.79,96.68,94.22,89.26,93.49,93.34,90.94,88.51,97.15,90.51,1,0
89.94,100.0,80.38,86.98,93.86,95.54,99.39,85.08,100.0,84.22,100.0,1,0
40.0,41.02,23.12,25.05,38.66,26.89,31.24,27.82,28.5,32.56,9.36,0,1
53.26,34.02,31.13,27.47,47.59,38.55,51.54,43.17,52.54,30.0,34.52,0,1
63.98,60.04,81.4,67.85,66.47,54.85,74.11,76.43,82.29,61.45,64.18,1,1
84.85,71.35,90.09,79.81,79.21,83.51,84.66,99.15,98.22,88.62,73.9,1,0
100.0,92.63,100.0,100.0,91.75,100.0,100.0,98.83,100.0,100.0,89.02,1,0
54.54,49.32,49.87,47.21,42.4,45.58,43.76,43.48,38.38,63.8,63.1,1,1
49.75,70.24,78.39,69.22,59.74,48.73,74.41,68.92,72.06,49.84,83.94,1,1
40.0,13.69,43.13,25.93,29.38,28.22,27.62,23.72,26.73,39.25,3.71,0,1
40.0,30.51,20.14,26.73,16.98,30.17,33.36,28.62,36.66,20.5,14.69,0,1
82.4,88.58,64.45,65.35,100.0,97.15,99.06,88.3,81.88,79.53,84.06,1,0
40.0,6.94,6.76,38.21,20.38,22.05,12.78,26.55,29.64,23.14,33.97,0,1
40.0,0.0,0.0,4.64,0.0,19.18,17.12,4.92,16.03,16.84,26.63,0,1
70.1,51.46,38.85,55.68,59.07,57.38,67.93,58.86,59.24,61.02,48.4,0,1
40.0,21.7,0.79,18.92,16.47,16.48,18.91,37.19,17.62,34.13,27.36,0,1
40.0,0.0,24.02,8.76,0.0,18.97,11.4,21.85,15.32,6.6,0.21,0,1
69.53,55.66,82.82,70.42,57.18,58.61,71.56,68.86,77.26,47.85,67.4,1,1
75.43,84.02,55.19,66.14,81.56,94.77,74.24,82.98,68.91,92.98,68.37,1,0
82.11,85.3,55.17,87.53,84.39,95.7,84.67,100.0,87.58,66.56,95.37,1,0
40.0,39.38,31.15,26.87,29.89,33.2,33.24,32.0,41.93,9.4,13.77,0,1
67.51,62.81,65.06,72.05,56.17,59.02,55.77,67.76,66.21,53.55,47.87,0,0
92.09,95.32,78.32,98.16,93.62,98.65,100.0,99.47,99.91,81.77,76.83,1,0
92.25,98.66,85.14,100.0,100.0,96.5,89.11,98.48,98.7,99.59,96.78,1,0
40.0,37.77,59.3,38.71,50.78,53.29,49.54,57.98,56.01,44.17,44.25,0,1
70.7,71.29,83.38,70.52,72.76,71.37,76.11,71.12,84.47,54.2,82.41,1,0
93.14,100.0,100.0,100.0,87.57,100.0,100.0,100.0,100.0,80.51,89.87,1,0
78.98,80.39,91.06,68.35,70.65,89.47,85.96,80.92,79.55,81.17,89.75,1,0
52.5,41.66,30.19,34.6,34.88,43.85,59.18,49.0,43.35,41.39,55.9,1,1
40.18,43.38,56.37,61.14,55.2,46.14,57.12,51.93,52.11,75.64,47.03,0,1
40.0,13.66,19.95,0.0,12.55,12.8,18.24,3.37,4.47,15.55,10.88,0,1
40.0,42.01,38.91,36.72,41.02,37.39,39.75,54.56,47.46,29.47,31.79,0,1
85.31,85.01,74.64,84.43,85.6,89.17,99.29,88.4,96.56,76.29,89.94,1,0
57.88,66.21,63.74,62.95,77.94,60.07,68.22,72.48,66.39,68.64,70.09,1,1
40.0,38.41,36.54,30.92,22.46,22.46,37.68,23.28,32.32,14.02,28.38,0,1
73.5,70.31,53.64,82.19,88.25,89.43,84.34,86.85,73.42,66.66,75.65,1,0
66.2,63.94,64.1,64.38,60.86,69.85,78.25,74.43,77.82,61.18,56.02,1,0
77.68,67.91,60.73,68.21,56.96,66.89,87.85,87.21,75.85,55.39,47.61,0,0
44.04,46.82,56.89,60.51,57.02,41.52,67.55,53.14,62.69,68.46,44.13,0,1
40.44,32.71,39.29,39.78,33.45,38.51,65.17,48.27,61.25,50.06,19.87,0,1
40.0,19.04,32.83,21.36,28.62,27.6,29.69,46.12,49.14,22.63,25.86,0,1
43.43,42.73,57.74,50.03,57.98,62.72,53.1,58.0,58.96,38.04,45.13,0,1
40.0,33.84,30.6,43.52,36.15,52.0,45.44,40.56,35.83,52.45,53.49,1,1
76.58,79.38,74.91,71.7,75.99,81.7,98.56,83.53,79.88,88.35,85.91,1,0
58.11,63.58,79.24,56.46,76.21,78.36,80.51,73.46,57.42,70.18,75.23,1,1
92.58,84.16,68.46,69.89,71.95,89.1,91.7,92.68,94.7,79.01,71.84,1,0
60.08,66.7,44.3,68.91,46.9,56.1,55.02,57.13,72.92,77.0,42.17,0,1
43.58,63.25,45.14,37.41,53.79,62.51,58.92,70.76,60.82,48.91,46.43,0,1
40.0,33.38,37.94,40.3,26.83,25.11,51.81,45.43,39.87,35.35,46.04,0,1
65.12,77.32,60.18,44.56,74.24,74.45,66.94,72.85,78.34,85.83,54.25,1,0
40.0,56.85,53.99,36.22,27.41,46.78,41.56,64.21,46.56,51.53,35.34,0,1
68.86,68.24,77.77,70.38,60.09,55.69,71.73,68.28,86.17,53.64,64.52,1,0
40.0,23.37,21.08,14.69,15.48,15.23,22.35,33.12,30.11,47.01,39.47,0,1
57.12,48.6,59.41,62.13,51.52,45.87,48.09,73.81,55.65,52.52,43.99,0,1
40.0,14.53,0.0,19.04,15.29,0.98,15.75,0.0,6.87,6.63,0.0,0,1
40.0,26.12,13.16,36.14,35.29,32.62,30.4,55.67,38.86,27.02,23.73,0,1
40.0,35.36,18.99,12.67,29.3,36.15,14.44,28.11,22.24,26.37,12.0,0,1
61.08,40.68,50.57,40.7,66.97,51.36,52.68,31.47,52.3,60.06,50.81,1,1
45.58,32.62,14.27,37.73,32.56,30.14,36.06,34.83,33.85,27.68,33.07,0,1
92.99,99.43,94.6,93.4,96.53,92.69,100.0,91.55,91.44,100.0,91.12,1,0
93.27,89.31,84.99,100.0,93.82,100.0,100.0,87.46,92.76,92.05,100.0,1,0
57.81,46.19,65.41,49.18,24.72,56.18,77.51,48.27,65.99,50.43,60.57,1,1
80.71,58.28,85.71,88.18,74.72,83.72,69.17,80.34,87.71,67.87,53.57,1,0
77.54,68.11,78.72,62.98,75.46,65.52,64.32,81.39,65.47,71.27,65.65,1,0
66.33,57.5,35.41,53.57,63.99,63.71,70.31,70.02,64.92,35.0,64.33,1,1
97.32,100.0,100.0,86.75,100.0,96.2,100.0,91.7,99.9,100.0,85.71,1,0
40.0,27.84,52.32,38.86,39.08,34.22,50.96,44.02,41.47,42.45,15.09,0,1
100.0,100.0,98.51,100.0,97.19,100.0,100.0,100.0,100.0,92.42,94.13,1,0
63.68,68.31,55.39,68.77,78.5,67.62,56.07,70.86,73.97,69.88,65.59,1,1
82.4,64.91,76.66,74.24,80.66,80.46,88.69,95.95,91.29,46.81,79.74,1,0
80.34,64.32,70.61,89.49,80.16,72.6,84.7,85.9,88.8,73.49,80.71,1,0
66.67,64.99,60.88,75.61,71.44,73.55,85.08,73.62,79.57,67.01,54.66,1,0
58.11,60.62,52.15,65.06,62.95,66.68,60.4,52.32,43.87,38.1,56.69,1,1
79.68,92.77,94.26,66.88,80.69,80.25,89.22,79.53,84.66,87.05,86.88,1,0
40.0,16.07,36.79,31.02,9.32,38.47,29.62,31.82,21.95,28.64,25.79,0,1
40.0,25.21,38.67,28.33,42.88,52.05,47.51,28.94,40.36,52.47,46.03,0,1
40.0,20.39,12.33,9.49,26.3,21.19,13.72,10.47,9.49,19.51,0.0,0,1
44.17,74.68,53.34,71.33,64.45,64.03,61.52,76.34,60.48,50.91,47.23,0,1
78.61,67.81,67.7,68.23,85.15,90.5,79.51,79.52,80.84,93.79,76.45,1,0
40.0,12.27,8.84,0.0,1.92,19.4,13.69,14.31,10.72,0.0,0.12,0,1
40.0,36.5,55.85,56.0,47.6,50.28,48.68,40.01,45.18,47.86,48.15,0,1
61.78,61.33,58.37,50.99,50.59,64.79,67.58,75.8,70.18,65.17,63.72,1,1
40.0,24.7,34.95,31.11,30.38,37.4,34.58,34.16,28.13,4.52,20.09,0,1
40.0,62.78,47.08,51.74,58.75,49.4,70.84,46.96,73.42,52.48,56.89,1,1
80.27,69.7,56.97,71.44,81.67,66.42,80.92,66.4,78.9,47.08,71.32,1,1
40.0,23.49,24.96,26.46,37.03,30.85,37.18,32.39,8.9,8.67,35.71,0,1
40.0,43.24,31.75,16.92,27.54,23.91,45.62,57.03,37.93,9.4,11.29,0,1
85.42,100.0,88.5,87.05,94.43,94.3,84.31,79.13,87.95,85.83,98.33,1,0
70.09,82.1,97.0,73.72,100.0,100.0,84.01,98.42,99.39,94.61,94.22,1,0
40.0,38.17,25.63,30.69,32.61,38.42,36.92,30.56,28.7,10.09,20.73,0,1
87.48,84.71,83.83,87.3,90.9,91.92,86.74,100.0,100.0,98.4,80.48,1,0
59.66,65.34,64.0,63.9,62.54,65.05,58.92,69.08,86.35,48.88,70.07,1,1
40.0,0.64,22.7,6.09,24.45,38.83,34.88,33.8,21.09,15.99,10.6,0,1
40.0,29.09,36.56,35.39,40.62,52.84,48.76,52.02,37.42,65.23,49.64,0,1
55.03,46.78,64.01,73.49,50.02,50.49,58.82,52.74,57.07,42.34,33.32,0,1
40.0,69.29,46.19,41.62,29.21,35.93,37.55,56.81,39.61,25.13,47.35,0,1
40.0,0.0,8.99,0.0,0.0,0.0,8.97,17.87,31.55,0.0,14.89,0,1
88.12,100.0,97.14,98.15,100.0,87.72,97.57,100.0,91.08,73.39,93.78,1,0
91.23,100.0,95.42,90.82,91.81,100.0,100.0,100.0,99.32,97.55,100.0,1,0
40.0,0.05,6.0,6.82,23.99,19.98,21.05,26.32,7.54,1.57,15.28,0,1
76.99,86.89,85.36,82.07,87.08,86.23,80.08,92.38,82.17,88.6,73.28,1,0
57.05,61.96,66.98,67.99,45.24,79.12,54.5,59.58,51.13,60.35,57.5,1,1
56.21,77.04,59.45,59.19,53.35,45.57,74.59,79.14,73.49,57.85,47.88,0,1
74.74,76.74,56.2,78.35,61.56,85.43,80.37,69.36,65.39,73.48,77.62,1,0
40.0,18.29,4.36,16.88,11.32,17.52,18.4,7.86,11.36,50.45,17.15,0,1
40.0,32.86,33.41,39.07,27.83,45.27,24.96,30.95,38.87,28.16,29.8,0,1
50.2,39.87,43.93,42.79,38.18,53.26,67.03,61.22,49.63,44.81,60.65,1,1
40.0,35.77,17.81,9.77,28.83,30.57,29.19,17.24,35.54,11.4,34.89,0,1
58.35,79.39,69.57,78.91,83.27,82.14,70.29,81.72,87.16,88.36,80.82,1,1
69.3,96.75,68.04,88.86,80.44,76.49,94.16,74.95,82.85,98.25,76.93,1,0
40.0,29.15,17.04,12.25,25.1,18.12,21.69,20.07,30.03,0.0,16.23,0,1
40.0,70.28,50.7,39.89,54.74,50.21,59.0,48.82,59.06,53.64,48.7,0,1
40.0,8.18,0.0,30.66,15.12,60.51,34.51,31.36,40.97,35.92,30.81,0,1
46.27,28.53,48.9,40.1,25.7,35.52,41.52,43.03,48.71,33.51,28.87,0,1
99.96,89.47,71.11,80.5,79.99,67.3,74.35,88.17,94.21,95.93,90.05,1,0
49.4,46.29,43.64,32.75,15.01,31.58,32.57,50.05,32.84,62.65,39.0,0,1
40.0,10.38,11.27,30.13,7.13,27.84,31.24,15.87,34.49,4.27,43.15,0,1
40.0,43.09,42.99,38.97,7.54,42.63,50.6,42.1,48.73,14.7,37.41,0,1
59.52,57.49,43.44,54.67,55.83,53.62,54.26,52.46,41.17,54.21,41.73,0,1
40.0,27.35,32.47,36.84,34.34,34.83,39.15,34.79,25.74,25.64,24.89,0,1
70.33,78.72,61.86,39.35,71.07,74.33,75.28,63.76,55.7,84.94,80.84,1,0
40.0,45.16,25.07,31.57,34.68,42.21,58.01,40.27,42.3,28.79,23.45,0,1
77.08,75.29,87.51,78.92,93.43,84.61,80.61,91.51,85.59,80.55,97.04,1,0
70.45,62.92,85.86,95.46,65.52,83.03,77.13,79.31,77.47,97.69,77.27,1,0
40.0,24.18,48.38,34.46,11.05,36.5,21.53,42.17,40.65,20.98,38.32,0,1
40.0,37.43,17.91,26.11,28.04,37.19,40.81,47.13,32.78,14.91,39.61,0,1
40.0,22.41,33.8,15.4,27.31,14.51,9.38,2.92,26.2,8.86,10.03,0,1
75.74,62.99,85.65,87.61,84.43,96.11,77.18,80.88,89.4,69.63,82.5,1,0
64.59,61.59,55.07,58.75,72.53,68.41,79.24,73.88,70.88,66.82,61.53,1,1
67.95,82.16,79.88,72.05,81.88,78.18,90.24,74.9,83.17,69.8,80.09,1,0
52.94,45.71,58.5,66.94,86.05,46.49,68.61,72.09,75.87,61.18,49.88,0,1
72.63,80.35,61.05,64.69,54.87,77.29,63.08,68.06,78.8,80.23,76.97,1,0
40.0,38.51,42.0,38.67,37.35,58.7,49.57,47.92,42.48,41.08,34.82,0,1
66.65,70.26,84.1,68.48,79.92,100.0,82.35,75.8,78.83,76.49,88.01,1,0
45.29,58.37,57.62,69.5,56.08,71.9,44.45,80.32,63.47,48.36,54.98,1,1
47.84,43.73,14.39,37.9,45.92,46.37,58.06,44.93,38.81,30.38,27.98,0,1
40.0,18.08,20.78,29.62,12.54,22.11,32.12,20.31,28.57,41.4,12.4,0,1
40.23,64.6,39.88,30.6,46.4,44.61,41.37,83.3,37.0,48.19,36.17,0,1
40.0,7.84,2.7,12.4,6.58,6.08,18.94,12.6,15.2,0.0,0.0,0,1
40.0,38.11,48.41,28.27,48.74,31.66,71.36,46.8,71.2,41.21,39.69,0,1
79.76,84.58,100.0,100.0,70.76,84.24,100.0,100.0,76.4,95.65,85.12,1,0
67.97,83.95,77.34,76.6,72.36,63.8,88.94,77.33,73.91,62.88,76.25,1,0
93.86,94.76,78.83,100.0,100.0,98.69,100.0,100.0,99.03,100.0,100.0,1,0
40.0,23.47,21.19,30.65,12.88,21.81,29.63,39.41,26.84,30.21,17.59,0,1
41.1,58.57,29.81,40.19,49.61,61.97,58.71,52.42,58.95,50.26,47.51,0,1
61.79,49.24,54.4,74.27,33.75,52.71,62.67,48.71,60.06,35.47,49.89,0,1
62.88,31.54,60.54,56.65,54.3,59.1,63.31,66.3,64.4,23.14,61.56,1,1
73.51,85.93,63.78,57.98,85.48,85.48,75.28,87.19,77.2,68.34,74.43,1,0
65.53,49.38,69.28,60.1,62.73,72.28,65.36,73.24,68.16,63.01,59.16,1,0
52.54,38.72,60.08,29.79,44.64,35.94,42.43,65.18,57.78,16.07,43.55,0,1
82.67,83.09,71.29,87.61,96.57,72.28,86.53,90.21,79.79,56.58,83.68,1,0
97.88,92.03,95.56,89.89,77.08,100.0,99.51,90.36,100.0,88.86,95.12,1,0
100.0,75.29,96.67,76.85,100.0,100.0,90.9,96.98,84.82,95.69,100.0,1,0
74.95,71.58,54.75,61.65,62.35,63.61,53.61,63.44,65.84,40.21,38.29,0,1
97.88,88.24,92.16,100.0,100.0,100.0,97.95,100.0,100.0,75.73,100.0,1,0
89.97,100.0,89.07,100.0,100.0,91.63,85.79,99.61,89.16,86.55,96.1,1,0
40.0,13.86,12.15,16.2,32.41,33.35,30.36,16.42,4.18,4.59,11.63,0,1
88.98,73.51,93.15,85.3,70.06,98.85,100.0,95.03,99.26,86.65,86.96,1,0
92.19,83.46,87.44,100.0,91.08,84.67,90.87,77.8,89.32,81.12,85.79,1,0
79.5,84.74,88.46,83.68,87.22,79.32,75.04,91.76,77.32,86.15,65.78,1,0
40.0,0.0,0.0,0.0,0.0,1.11,0.0,16.62,15.97,0.0,3.0,0,1
40.0,21.34,31.03,14.79,23.01,33.25,34.88,36.94,37.27,26.11,23.36,0,1
67.27,42.18,58.95,44.23,31.15,53.82,56.42,53.27,62.48,47.11,58.06,1,1
45.43,43.03,47.46,41.19,55.68,65.9,65.55,71.68,62.12,54.72,46.75,0,1
83.61,97.67,76.84,100.0,99.68,80.03,92.64,89.33,94.96,82.24,91.08,1,0
57.0,49.83,49.09,53.23,41.68,38.88,47.37,49.16,52.18,54.11,49.76,0,1
40.0,9.92,0.0,1.69,6.26,1.7,9.29,2.75,13.52,6.49,5.2,0,1
84.18,60.25,65.95,92.31,88.14,96.3,79.42,88.93,88.93,70.56,78.9,1,0
44.41,51.56,43.57,47.26,50.83,42.01,43.15,37.47,48.86,47.2,40.68,0,1
65.93,71.8,50.39,66.7,70.08,59.3,68.55,50.12,71.38,53.02,59.69,1,0
86.25,100.0,96.85,74.34,94.99,95.78,80.12,91.73,98.77,85.01,92.92,1,0
93.26,73.09,79.29,84.8,86.28,98.56,92.65,77.03,89.72,77.64,66.82,1,0
83.78,92.78,85.18,86.47,92.29,96.12,75.55,86.48,82.46,88.05,76.04,1,0
40.0,26.31,19.61,41.64,26.94,37.27,19.48,27.73,29.42,23.13,21.35,0,1
51.08,57.79,41.94,40.18,40.15,53.0,51.83,47.44,46.58,43.4,48.71,0,1
44.94,31.01,60.05,53.66,60.05,43.97,46.86,60.64,66.1,40.53,44.91,0,1
40.0,21.81,9.44,13.51,9.94,13.77,12.73,22.14,19.98,0.0,9.36,0,1
40.0,62.3,49.05,47.49,52.44,81.45,59.34,63.23,66.93,59.63,51.3,1,1
40.0,22.26,24.39,24.3,28.82,43.87,29.47,23.92,35.22,26.27,29.99,0,1
52.24,45.88,35.2,44.61,24.91,42.47,45.98,40.23,37.08,36.15,31.51,0,1
50.41,38.09,45.71,47.79,59.75,62.79,70.82,46.17,59.15,44.42,67.72,1,1
66.22,71.05,73.22,88.15,80.53,81.25,91.57,77.91,84.14,92.2,77.36,1,0
60.14,68.96,56.68,60.44,59.23,63.54,61.0,55.03,73.23,47.98,59.27,1,1
42.03,47.5,45.94,62.34,57.29,59.82,57.98,54.97,49.0,51.06,49.43,0,1
98.14,81.36,86.51,81.09,78.27,91.67,99.63,100.0,76.94,71.96,89.35,1,0
61.31,59.26,59.87,54.66,38.04,64.41,55.47,68.38,74.73,63.21,64.52,1,1
97.57,92.5,82.75,80.53,84.17,100.0,89.55,92.28,92.8,72.49,88.29,1,0
40.0,33.17,43.26,30.18,28.79,25.08,29.84,40.05,31.63,22.9,43.05,0,1
48.78,25.16,41.95,44.2,44.19,58.7,50.5,42.64,41.54,36.35,40.7,0,1
100.0,100.0,86.08,96.21,100.0,92.87,100.0,100.0,100.0,89.81,100.0,1,0
61.49,37.53,46.21,46.27,41.51,40.16,53.74,53.21,51.07,32.24,55.24,1,1
51.68,51.23,48.31,41.24,50.84,72.73,53.69,57.86,64.23,48.27,53.22,1,1
40.0,4.2,29.27,12.88,6.79,18.68,10.27,24.36,11.13,14.79,6.19,0,1
40.0,51.98,40.3,35.79,39.31,47.76,33.73,40.59,36.91,17.54,34.96,0,1
70.56,60.3,71.19,71.18,78.21,77.65,69.37,90.65,65.04,47.68,78.31,1,0
40.0,31.43,40.59,49.82,31.14,35.51,37.29,41.8,37.61,27.95,43.39,0,1
64.97,55.8,49.98,69.24,51.37,65.76,64.81,58.54,62.65,74.6,55.08,1,1
40.0,36.99,34.52,47.26,29.73,27.92,38.35,45.6,43.81,37.64,38.67,0,1
40.0,0.0,10.63,23.96,9.61,16.52,9.33,16.85,14.19,7.15,6.31,0,1
